Device,Wattage (W),Quantity,Hours/Day,Days/Month,Energy (kWh/Month)
Smartboard,805,1,8.9,25,179.93
WiFi Router,471,11,9.5,22,1077.34
WiFi Router,1981,4,7.5,14,826.76
Computer,1112,2,5.3,30,352.13
AC (1.5 Ton),1162,17,9.8,27,5225.9
LED Light,1997,14,5.7,23,3638.02
LED Light,1660,14,8,16,2966.48
Projector,97,5,5.7,11,30.6
Printer,1015,19,4.6,15,1321.74
LED Light,694,1,1.1,22,17.27
Water Cooler,858,19,9.2,19,2838.44
Printer,1198,9,8.3,25,2237.24
WiFi Router,1304,19,8.8,27,5890.98
Lab Equipment,995,13,4.3,30,1686.87
Lab Equipment,1646,18,1.3,26,1039.21
Fridge,298,7,1.1,30,69.48
Water Cooler,468,9,8.9,10,376.97
AC (1.5 Ton),1259,2,5.4,26,355.14
Ceiling Fan,1859,14,4.1,20,2144.3
LED Light,1683,14,9.4,16,3551.06
AC (1.5 Ton),649,3,7.8,10,151.48
AC (1.5 Ton),1059,4,10.1,19,814.36
Tube Light,1630,15,1.1,27,758.97
WiFi Router,426,2,4.5,24,91.13
Lab Equipment,1946,13,9.8,11,2733.1
Water Cooler,570,12,8.3,25,1424.97
Projector,1516,1,4.1,30,185.43
AC (1.5 Ton),45,11,5.9,22,63.89
Water Cooler,533,14,4.3,26,825.92
Fridge,270,10,11.1,15,451.04
Ceiling Fan,198,16,9.4,15,445.73
Smartboard,1472,1,8.5,19,237.15
Water Cooler,615,17,7.9,19,1560.32
WiFi Router,758,8,8.9,26,1409.17
Water Cooler,1111,19,5.6,23,2730.38
Printer,557,20,11.1,28,3474.02
Lab Equipment,1784,12,6.3,23,3110.35
Ceiling Fan,1826,6,11.1,30,3651.48
Lab Equipment,417,12,4.2,10,211.15
Tube Light,168,2,9.5,20,63.92
Ceiling Fan,271,14,1.9,26,183.94
Fridge,506,17,1.7,27,384.15
Tube Light,681,9,1.1,29,187.77
Heater,1939,15,2.9,30,2556.71
Water Cooler,507,20,3.7,19,713.85
Printer,91,4,4.7,13,22.3
Smartboard,1828,7,3.6,23,1067.21
Computer,1434,1,11.4,15,244.63
Ceiling Fan,1354,17,9.4,25,5404.58
WiFi Router,1271,2,2,29,150.48
WiFi Router,841,16,5.6,13,972.09
Fridge,744,15,10.6,21,2494.3
Lab Equipment,1042,10,6.1,18,1150.58
Ceiling Fan,790,3,5,15,179.43
Water Cooler,22,7,7.8,28,33.77
Projector,266,6,9.4,20,299.85
Projector,984,13,10.1,21,2715.55
Printer,174,8,2.2,18,55.48
AC (1.5 Ton),811,11,5.8,17,872.27
Tube Light,1521,11,10.5,12,2100.25
LED Light,61,17,3.4,24,83.79
Heater,880,17,4.3,10,638.64
WiFi Router,991,7,1.1,21,161.05
Tube Light,1454,13,11.5,12,2615.52
Printer,1984,8,7.3,12,1395.27
Heater,1139,17,8.7,24,4035.81
AC (1.5 Ton),1213,16,1,21,421.91
Tube Light,204,3,8.1,22,108.8
Heater,406,5,5.7,20,232.02
Heater,907,5,8.1,10,368.06
AC (1.5 Ton),1007,16,1.5,14,336.14
Printer,1330,1,2.7,22,79.57
Heater,293,6,11.5,18,363.86
Heater,325,11,3.6,30,390.88
Printer,957,2,4.6,21,186.33
Smartboard,1080,20,10,19,4101.47
Tube Light,470,6,11.5,15,485.73
Printer,1268,10,7.7,29,2826.62
Printer,638,10,6.6,16,670.19
Projector,1087,19,3.7,26,1960.71
Printer,208,5,2.6,20,53.91
Smartboard,1267,6,5.3,27,1095.94
LED Light,739,4,6.9,18,369.27
AC (1.5 Ton),334,1,10.6,12,42.68
Fridge,980,16,9.8,19,2933.85
Tube Light,1034,10,3,10,310.55
Lab Equipment,1229,4,6.2,11,336.37
Heater,1183,12,9.1,23,2961.63
LED Light,277,20,11.8,22,1434.48
Computer,604,14,10.7,16,1442.08
Heater,1934,9,2.9,17,869.03
Water Cooler,453,9,7.6,19,588.88
Fridge,564,1,2.6,12,17.7
AC (1.5 Ton),20,1,11.7,26,6.1
LED Light,1012,7,11.6,22,1804.82
Tube Light,1803,19,1.3,10,442.64
Ceiling Fan,1546,18,7,29,5649.77
Water Cooler,1631,19,4,11,1363.61
AC (1.5 Ton),1033,2,9.7,17,341.16
Water Cooler,623,2,3.9,11,53.91
Projector,1650,7,9.7,30,3347.14
Projector,1693,19,3.1,26,2572.35
Computer,1448,10,2.8,14,574.03
LED Light,1553,20,9.6,16,4766.52
Fridge,323,20,11.1,24,1720.61
Projector,38,16,10.2,16,99.59
Projector,1788,3,3.9,11,229.02
LED Light,664,7,7.5,27,946.6
WiFi Router,241,13,9.5,16,477.13
Tube Light,1988,7,10.4,29,4178.61
Heater,1087,15,7.3,12,1426
Smartboard,1237,2,5.1,14,177.58
Smartboard,895,4,4.7,23,390.35
Lab Equipment,860,17,1.5,27,575.32
AC (1.5 Ton),444,3,4.7,13,81.56
Water Cooler,387,9,1.7,11,65.42
AC (1.5 Ton),1269,11,1.1,14,217.51
Ceiling Fan,712,7,9.6,11,526.28
Computer,112,7,12,11,103.16
Heater,1502,12,2.8,18,905.2
Ceiling Fan,1432,20,2.8,19,1528
Fridge,748,18,6.8,27,2467.01
AC (1.5 Ton),1449,15,11.6,29,7325.06
Smartboard,1662,7,8.6,25,2502.81
Smartboard,1026,13,4.4,21,1229.15
Projector,1699,8,8.5,18,2074.95
Fridge,749,20,9.6,21,3029.34
Heater,88,15,5.4,11,78.03
AC (1.5 Ton),1488,7,6.6,21,1436.6
Printer,241,12,11,16,507.47
Fridge,1431,19,6.2,27,4586.74
Computer,1322,11,1.9,25,680.14
Computer,746,6,8.1,16,582.43
Ceiling Fan,364,2,5.7,20,83.43
Smartboard,836,19,2.5,27,1072.57
Tube Light,184,3,9.5,18,93.96
LED Light,830,1,9.7,25,200.82
Projector,996,14,6.9,17,1644.86
Fridge,1918,1,2.4,13,58.86
Tube Light,1841,15,11,15,4558.33
Fridge,1989,15,8.4,30,7561.77
Smartboard,1795,4,3.7,30,788.74
Tube Light,1070,9,3.7,28,985.9
LED Light,824,19,10.1,25,3963.15
WiFi Router,1850,1,1.5,18,48.39
WiFi Router,1535,7,1.1,23,270.23
Lab Equipment,975,6,2.1,13,162.06
Projector,207,9,7.6,23,325.9
Heater,1458,15,11.2,25,6137.75
Lab Equipment,69,9,7,10,43.46
Heater,1045,12,10.6,29,3846.64
AC (1.5 Ton),1657,13,4.8,17,1755.02
Computer,1857,9,1.7,15,419
Projector,770,6,6.7,26,805.25
Tube Light,1962,9,11.6,16,3268.2
Ceiling Fan,163,17,3.5,13,125.59
Printer,27,6,1.5,10,2.5
LED Light,381,11,7.5,19,595.28
Projector,1456,19,1.4,16,627.78
AC (1.5 Ton),797,11,11.4,16,1601.69
Printer,1997,9,4.9,22,1918.59
Tube Light,15,10,5.8,21,18.2
WiFi Router,707,17,4.1,23,1135.63
Smartboard,1898,7,2.8,15,552
AC (1.5 Ton),201,17,11.5,20,786.72
Printer,591,14,4.7,25,968.27
Smartboard,846,13,10.9,15,1799.95
WiFi Router,1163,2,4.3,29,289.62
Computer,258,13,2.2,11,80.57
Printer,1888,10,1.8,25,857.34
Water Cooler,793,17,8.4,20,2263.11
Water Cooler,1876,2,6.6,18,447.42
Tube Light,575,12,4.9,10,336.05
Fridge,119,16,2.7,23,119.58
WiFi Router,540,15,1.2,24,232.77
Smartboard,204,17,3.2,27,300.77
Computer,1690,19,9.4,27,8192.7
Lab Equipment,446,1,9.8,29,126.25
Fridge,1751,8,7.6,25,2656.83
Computer,1355,1,1.7,21,48.74
Water Cooler,232,14,2.9,28,261
Smartboard,1675,14,4.6,23,2478.83
LED Light,1471,19,2.4,24,1616.83
Printer,1539,17,11.6,12,3627.86
LED Light,1117,20,7.9,26,4565.43
Tube Light,1236,15,6.4,24,2857.73
WiFi Router,73,1,9.4,24,16.55
Ceiling Fan,680,3,3.2,26,168.42
Computer,1348,13,3.5,27,1668.27
Projector,824,17,5.6,22,1737.85
Lab Equipment,1277,13,8.3,19,2608.78
WiFi Router,994,11,6.2,13,880.34
Water Cooler,1889,8,3.9,29,1698.09
Ceiling Fan,510,16,9.6,18,1414.65
LED Light,927,4,9.3,10,344.13
Projector,586,11,5,20,647.93
AC (1.5 Ton),1846,9,4,13,855.43
Fridge,954,20,2.8,13,700.67
Projector,94,6,11.1,27,169.15
Computer,1281,2,5.4,13,180.5
Printer,1815,9,6.1,17,1690.13
Heater,296,4,10.4,19,233.89
Projector,1778,11,11.1,29,6302
Computer,484,4,3.9,11,83.77
Heater,427,11,11.4,20,1075.08
Smartboard,1825,5,8.1,11,811.83
Tube Light,1562,8,8.5,12,1270.21
Tube Light,151,16,10.7,17,437.8
AC (1.5 Ton),399,1,7.7,20,61.23
Lab Equipment,62,15,5.4,22,111.47
Heater,808,18,10.9,23,3641.15
Ceiling Fan,13,8,8.4,30,26.19
Projector,1798,6,4.1,12,529.98
Ceiling Fan,1511,11,5,13,1075.36
Tube Light,1787,19,3.7,24,3037.45
Fridge,1834,9,7.9,25,3252.31
Tube Light,68,3,11,15,33.76
Smartboard,1800,1,9,18,291.94
Lab Equipment,1275,3,4.3,11,180.67
AC (1.5 Ton),267,13,6.5,26,583.47
Smartboard,1063,20,5.6,26,3082.62
Projector,928,6,6.7,16,594.77
Printer,55,14,9.9,14,107.09
Fridge,1274,1,8.6,11,120.33
Ceiling Fan,1025,20,7.6,10,1558.85
AC (1.5 Ton),1572,6,8,14,1061.29
Smartboard,1807,2,5.1,29,535.99
Lab Equipment,648,1,11.7,21,158.79
Printer,1176,20,2.5,20,1157.18
Ceiling Fan,1434,2,11.8,23,777.64
Projector,295,12,8.3,11,324.07
LED Light,1169,11,9.2,17,2011.07
LED Light,1201,16,3.7,27,1931.59
AC (1.5 Ton),1015,5,3.6,23,418.76
Projector,173,11,5.6,28,299.82
Fridge,440,10,11.9,18,944.47
Printer,95,12,5,20,114.07
AC (1.5 Ton),72,3,11.5,23,57.35
Projector,276,14,10.7,11,454.38
Ceiling Fan,1008,11,8.1,21,1897.33
Water Cooler,497,11,9.5,11,570.98
Tube Light,1403,14,5.1,13,1293.61
Smartboard,251,12,8,14,338.39
LED Light,845,7,9.8,21,1219.79
Computer,1557,10,8.3,19,2450.31
Computer,1690,12,3.7,25,1856.94
Lab Equipment,181,5,10.7,28,272.29
WiFi Router,1737,10,11.7,25,5098.08
Smartboard,578,16,5.5,29,1465.79
LED Light,1908,14,11.3,16,4845.47
Tube Light,1426,12,9.6,14,2288.14
Smartboard,251,14,7,12,293.77
Tube Light,349,14,7.3,30,1068.37
Fridge,1613,10,5.9,30,2851.9
Ceiling Fan,864,12,2.8,12,352.35
Computer,729,7,8.6,14,616.34
Computer,912,9,5,21,855.79
Projector,64,18,2.3,11,28.97
Projector,550,3,9.2,11,167.61
Ceiling Fan,1984,5,3.4,23,785.74
WiFi Router,1426,15,1.3,29,809.66
AC (1.5 Ton),527,8,10.5,28,1243.79
AC (1.5 Ton),615,8,3.7,20,367.49
Fridge,693,16,5,21,1158.54
Smartboard,1319,9,5.8,28,1912.69
Projector,1107,16,6.3,19,2113.04
Fridge,978,20,5.7,29,3207.32
WiFi Router,1711,2,7.5,27,696.99
AC (1.5 Ton),629,1,8.1,19,96.38
WiFi Router,113,16,1,24,44.31
Water Cooler,1911,5,4.4,27,1129.39
Water Cooler,415,8,10.7,22,780.2
Smartboard,696,2,9.4,13,170.74
Water Cooler,400,19,5.2,15,596.76
Printer,995,14,10.4,26,3778.68
Tube Light,1539,4,8.3,15,768.31
Heater,654,17,6.7,24,1780.32
Heater,627,6,2.8,12,124.19
Lab Equipment,1235,20,2.1,12,615.69
LED Light,793,17,8.3,13,1448.88
Heater,1971,7,11,27,4103.23
Heater,1071,4,8.9,27,1026.89
LED Light,886,1,11.7,20,207.09
LED Light,340,13,3,23,304.67
Tube Light,1501,17,9.8,10,2507.71
Projector,107,9,5.9,20,114.3
Computer,857,16,9.4,16,2066.55
AC (1.5 Ton),1227,13,3.4,26,1409.49
Printer,1005,6,8.1,20,976.03
Heater,196,1,7.7,26,39.28
Heater,1428,6,3.3,29,826.36
WiFi Router,1759,1,7.8,30,414.17
Tube Light,780,11,3,13,338.78
Fridge,628,19,4.3,17,868.82
Computer,1713,16,5.5,28,4257.18
LED Light,219,13,1.1,21,62.78
Tube Light,739,20,4,30,1776.12
Tube Light,1027,4,3.5,19,269.79
Computer,627,3,7.8,13,191.6
Fridge,1169,18,3.2,21,1426.1
Smartboard,530,9,9.4,17,763.26
Ceiling Fan,296,15,7.7,12,408.74
AC (1.5 Ton),190,9,4.3,27,196.79
Lab Equipment,1513,20,6.3,13,2460.26
Computer,464,10,8.1,24,904.92
Smartboard,1628,3,10,12,583.98
WiFi Router,1546,3,2.2,14,142.36
Computer,886,19,6.8,20,2292.34
Heater,366,16,9.3,26,1422.87
Fridge,439,18,9.4,16,1192.05
LED Light,1201,1,5.2,26,163.46
Computer,382,13,6.3,28,879.71
AC (1.5 Ton),1934,5,2.6,24,600.11
WiFi Router,739,2,11.6,15,257.03
WiFi Router,1047,10,1.4,23,341.88
Computer,742,17,2.4,26,773.84
LED Light,839,17,7,25,2493.59
Printer,1377,13,5.4,27,2632
Heater,1360,4,4,13,279.62
Smartboard,304,9,4.5,10,123.6
Heater,642,5,6.9,16,355.1
Computer,482,6,3.2,20,185.17
Tube Light,490,5,10.7,25,654.64
Computer,363,15,10.9,20,1184.67
AC (1.5 Ton),226,5,11.1,16,200.19
Ceiling Fan,1698,7,3.7,28,1238.02
LED Light,1924,9,10.8,19,3567.89
Computer,497,3,8.5,12,152.45
Projector,1023,4,1.3,16,84.31
LED Light,1194,16,1.3,20,481.59
Smartboard,1392,10,4.7,21,1383.3
Tube Light,1827,8,7,10,1028.68
Computer,1271,9,3.7,27,1127.98
Printer,364,15,3.5,30,571.16
Computer,1038,1,7.2,21,157.01
Printer,1609,3,9.6,22,1019.9
Heater,1172,5,6.9,28,1138.17
Heater,81,12,7.9,10,77.02
Ceiling Fan,1644,5,7.6,12,747.25
Lab Equipment,565,17,3.5,23,772.23
LED Light,1959,12,11.1,28,7294.17
WiFi Router,970,13,3.7,28,1314.35
Computer,159,1,5.9,27,25.26
Ceiling Fan,672,3,4.4,21,185.39
WiFi Router,1124,3,2.3,12,94.77
Fridge,1167,2,8.1,22,414.49
WiFi Router,1717,11,9.8,23,4261.95
Fridge,1798,13,3.4,21,1648.26
LED Light,707,18,9.9,19,2405.52
Smartboard,873,20,2,30,1050.18
AC (1.5 Ton),48,17,3.8,24,75.39
WiFi Router,1003,2,3.2,18,116.34
Projector,376,3,11.3,15,191.88
Projector,616,5,5.4,23,383.27
Lab Equipment,537,10,2.7,10,147.4
Lab Equipment,354,1,11.5,23,93.6
AC (1.5 Ton),343,18,6.2,27,1038.07
WiFi Router,1282,4,8.2,21,884.33
Water Cooler,365,13,4.8,19,429.74
Heater,155,9,9,17,214.46
Printer,1733,18,9,18,5072.41
Smartboard,1065,6,5.1,14,457.43
Computer,1555,1,11.2,18,312.76
Lab Equipment,35,2,4.1,21,6
Computer,611,14,10.2,21,1826.18
Tube Light,1312,20,1.5,19,747.06
Lab Equipment,166,4,3.5,16,36.81
LED Light,180,2,5.8,24,50.54
Fridge,1854,20,10.5,15,5832.14
Water Cooler,1568,9,5.7,13,1038.79
Heater,1836,3,7.9,27,1172.57
Printer,715,19,11.1,19,2867.19
AC (1.5 Ton),540,12,2.9,11,206.74
Heater,807,1,3.8,23,70.35
Projector,859,18,4.6,17,1202.97
Water Cooler,1395,13,3.7,28,1871.67
Water Cooler,894,7,7.6,11,521.93
Heater,243,2,7.3,19,66.96
Projector,1996,14,10.2,30,8523.59
WiFi Router,1101,7,8.9,28,1926.1
AC (1.5 Ton),975,4,2.9,14,158.99
AC (1.5 Ton),685,17,3.5,30,1217.61
Ceiling Fan,1211,1,5.8,28,196.26
Smartboard,516,10,11.5,14,832.59
WiFi Router,179,10,8.4,24,360.51
Heater,423,15,11.9,29,2181.59
Heater,297,13,5.5,25,533.06
LED Light,1875,14,3.9,18,1843.44
Tube Light,394,19,1.7,26,330.45
Water Cooler,1621,13,2.5,24,1269.41
Water Cooler,1479,1,4.4,13,85.27
Projector,132,19,9.7,12,293.26
WiFi Router,106,3,4.6,24,35.19
Smartboard,945,16,8.2,26,3241.64
LED Light,1628,6,6.6,28,1815.86
AC (1.5 Ton),1564,5,6,26,1228.49
Ceiling Fan,28,20,12,29,194.32
WiFi Router,859,7,11.3,13,883.26
Tube Light,182,11,7.2,28,403.93
Ceiling Fan,1270,12,9.5,29,4177.08
AC (1.5 Ton),451,3,3.8,13,66.13
Printer,1353,9,1.5,16,294.74
Smartboard,1939,12,7.8,11,1988.45
Tube Light,320,12,2.9,28,308.52
Smartboard,1630,16,4,27,2812.97
Projector,298,19,7.5,12,512.69
Fridge,419,3,6.2,28,216.85
AC (1.5 Ton),600,12,10.8,21,1632.61
Computer,834,8,3.5,15,354.8
Smartboard,1421,19,11.5,20,6211.16
Tube Light,912,4,8.7,14,446.83
Lab Equipment,757,17,5.8,22,1631.94
Lab Equipment,1774,9,11.9,13,2476.68
Ceiling Fan,1287,19,7.6,13,2430.4
Ceiling Fan,1181,14,6.8,30,3356.02
Ceiling Fan,997,8,4.7,23,869.37
AC (1.5 Ton),1278,4,9.2,14,655.11
LED Light,82,16,6.3,18,149.83
Projector,1523,7,9.8,20,2096.53
Heater,133,16,7.9,15,251.44
Projector,18,12,10.2,11,24.27
WiFi Router,712,17,5.5,10,668.56
LED Light,1149,8,6.4,18,1066.74
AC (1.5 Ton),1943,20,1.3,24,1190.33
Computer,71,6,6.1,13,33.87
Smartboard,1230,13,4.7,24,1812.63
Heater,461,11,10.6,11,589.78
Heater,1831,9,5.8,29,2763.44
Fridge,57,19,10.4,27,305.12
Lab Equipment,1838,9,5.3,13,1149.01
Fridge,57,15,7,11,65.57
Projector,146,5,11.9,18,156.94
Projector,867,18,4.2,15,993.03
WiFi Router,766,4,5.5,18,300.72
AC (1.5 Ton),1874,4,4.6,25,860.19
WiFi Router,1164,7,8.9,29,2114.28
Smartboard,1456,11,8.6,25,3438.13
Ceiling Fan,324,15,3.4,10,163.08
Ceiling Fan,889,9,5,24,962.91
Fridge,212,17,8.4,27,815.16
Fridge,1802,16,7.5,16,3469.01
Water Cooler,281,1,8.3,19,44.08
AC (1.5 Ton),1845,17,2.8,10,892.09
Tube Light,1469,15,9.5,16,3364.14
Tube Light,829,1,9.3,25,192.92
Printer,363,15,11.1,27,1638.16
WiFi Router,661,5,2.5,30,244.4
Tube Light,700,7,1.2,21,119.94
Ceiling Fan,827,1,6,19,93.88
Water Cooler,618,13,9,27,1956.36
AC (1.5 Ton),833,15,3.9,26,1262.77
AC (1.5 Ton),742,1,3.2,13,30.73
WiFi Router,1644,19,3.2,11,1088.71
Fridge,1537,20,8.3,14,3578.65
LED Light,1838,14,4.1,10,1056.36
LED Light,616,15,6.6,13,797.09
WiFi Router,611,2,7.9,28,269.26
Water Cooler,1941,16,2.3,23,1654.33
Tube Light,1953,18,2.6,19,1744.66
AC (1.5 Ton),24,15,5.4,21,40.47
WiFi Router,868,6,10.1,29,1527.31
Fridge,413,10,5.4,11,247.14
Lab Equipment,683,13,4.7,22,915.78
WiFi Router,1987,1,5.6,23,254.93
LED Light,404,17,2,26,360.71
Computer,1329,9,4.5,11,593.97
WiFi Router,376,9,2.6,25,218.43
Lab Equipment,1297,16,6.5,16,2142.9
Printer,1088,15,7.4,19,2295.84
Smartboard,1427,9,3.1,10,396.82
Water Cooler,1705,5,9.9,27,2268.28
Heater,501,11,3.1,24,415.71
WiFi Router,1716,9,7.3,27,3054.28
Tube Light,1662,20,4.3,26,3721.61
Fridge,87,13,2.3,30,79.09
Heater,1053,10,8.7,24,2207.73
Printer,1208,2,8.9,16,345.4
Water Cooler,416,3,11.9,22,327.38
Smartboard,1331,10,5.7,18,1355.36
AC (1.5 Ton),928,11,9.9,10,1006.55
Water Cooler,1532,4,4.3,10,263.14
Smartboard,1586,8,6.3,11,875.67
Computer,377,2,9.4,18,127.04
Water Cooler,515,3,3.6,15,84.57
LED Light,667,9,11.3,30,2029.6
WiFi Router,1970,4,10.2,17,1372.59
Tube Light,225,13,3.5,30,309.95
Lab Equipment,256,3,3.2,15,37.28
Fridge,200,14,11.2,18,563.2
Heater,650,11,6.4,18,823.08
Ceiling Fan,1872,18,10.2,22,7564.22
Printer,1116,16,1.4,21,535.48
Tube Light,1290,11,1.1,20,326.19
Computer,64,5,4.8,12,18.56
Heater,209,8,9.1,30,455.17
Fridge,671,1,7.6,20,101.6
WiFi Router,912,9,7.5,20,1226.57
Fridge,699,9,3.3,11,230.12
Water Cooler,1182,13,1.1,23,378.61
Lab Equipment,795,3,7.1,29,494.28
Smartboard,41,8,9.6,22,69
Computer,540,10,4.3,29,666.39
Lab Equipment,1486,10,10.7,18,2873.28
Printer,739,7,8.7,23,1035.62
Ceiling Fan,173,19,8.6,23,647.25
Heater,938,2,2.4,18,82.12
Ceiling Fan,1821,4,7.2,12,631.21
Fridge,435,1,3.8,14,22.89
WiFi Router,1164,16,5.8,30,3263.67
WiFi Router,1385,15,2.5,12,633.08
Smartboard,1101,11,11.3,13,1783.87
WiFi Router,447,9,1.7,24,164.94
AC (1.5 Ton),1293,20,7.3,29,5495.48
LED Light,1616,14,7.7,23,4010.89
Fridge,765,14,2.3,24,587.86
Ceiling Fan,947,8,11.9,30,2696.03
Water Cooler,720,16,9.9,12,1372.94
Smartboard,266,9,3,22,157.91
Lab Equipment,1639,2,7,12,275.99
Fridge,548,2,4.3,13,60.91
Lab Equipment,1404,15,10.4,17,3729.87
AC (1.5 Ton),269,20,11.1,11,654.59
Tube Light,875,1,11.5,27,271.55
Projector,1712,19,2.2,13,920.19
Ceiling Fan,584,6,11,18,691.45
Fridge,1549,8,9.2,24,2743.3
Ceiling Fan,1420,3,4,10,171.6
Heater,1083,19,8.5,10,1755.81
Heater,1420,14,2.4,18,851.63
AC (1.5 Ton),608,5,9.3,24,676.19
Ceiling Fan,455,5,3.6,28,226.69
AC (1.5 Ton),1477,11,2.8,19,868.17
Smartboard,135,20,4,10,107.72
Computer,1438,13,7.9,25,3709.85
WiFi Router,853,17,11.8,17,2902.69
Computer,47,18,2,16,27.39
Computer,1566,5,2.7,20,423.72
WiFi Router,1820,14,8.6,19,4152.31
Printer,1658,12,2,13,522.39
Printer,1520,18,7.1,17,3304.67
Projector,837,13,7,10,757.28
Tube Light,203,20,9.3,29,1093.63
Lab Equipment,886,14,6.2,15,1146.48
Fridge,1814,16,6.4,12,2218
Tube Light,1274,1,5.3,16,108.8
AC (1.5 Ton),1735,7,5.9,20,1441.97
WiFi Router,1860,10,8.4,23,3598.08
AC (1.5 Ton),382,16,9.1,30,1672.07
Lab Equipment,1750,17,8.6,27,6878.95
WiFi Router,1561,19,10.1,24,7201.54
Ceiling Fan,1561,17,10.4,13,3575.55
Heater,502,19,4.5,17,721.85
WiFi Router,1201,10,4.9,13,759.72
Ceiling Fan,1984,10,8,18,2850.87
Ceiling Fan,942,2,7.8,14,205.3
AC (1.5 Ton),771,15,10.1,30,3519.7
LED Light,1614,3,1.4,21,139.06
Tube Light,431,6,10.8,10,278.36
Printer,500,4,11.6,25,581.57
Water Cooler,1442,20,4,17,1956.33
Smartboard,415,11,5.3,16,387.02
Computer,1649,9,11.1,10,1640.51
Lab Equipment,1024,15,9.3,16,2287.99
AC (1.5 Ton),507,16,5.9,21,1000.23
Projector,1928,1,3.5,18,123.11
Projector,1347,19,3.3,28,2354.16
Heater,1341,19,11.7,18,5347.66
Projector,378,7,6.7,30,529.73
Lab Equipment,721,8,2.2,17,220.15
Heater,210,16,1.4,24,111.51
Printer,736,10,9.5,30,2088.81
WiFi Router,1679,17,5.8,30,5008.95
Fridge,438,20,2.5,13,282.58
Printer,1014,1,1.5,14,20.91
Heater,835,8,9,24,1441.49
Ceiling Fan,615,9,7,12,464.46
Fridge,781,2,1.5,11,25.99
Computer,1936,7,3.2,23,992.39
WiFi Router,1687,2,1.1,18,69.11
Printer,1070,17,7.8,13,1852.66
Projector,1746,7,2.8,23,785.96
Smartboard,1763,7,8.2,21,2119.55
WiFi Router,1217,9,3.7,17,688.17
Computer,1805,18,9.6,24,7496.24
Smartboard,1512,11,5.2,16,1395.41
Ceiling Fan,1203,18,5.6,28,3376.76
Heater,563,4,9.1,18,368.46
Printer,1746,2,6.4,23,516.21
Water Cooler,1208,1,10.8,17,222.12
Computer,300,14,8.6,26,936
Projector,814,17,10.9,20,3018.38
Heater,1551,9,2.6,28,1020.67
Smartboard,788,18,7.8,28,3106.62
Computer,720,15,7,13,987.55
AC (1.5 Ton),1221,18,5.7,24,2992.01
Smartboard,532,1,1.2,28,18.57
Fridge,1483,20,10,28,8345.86
Computer,257,12,10.2,30,946.54
Printer,742,8,11.6,25,1714.16
Smartboard,492,14,11.3,11,857.21
AC (1.5 Ton),1719,11,1.1,21,451.6
Tube Light,889,18,5.5,18,1583.38
Water Cooler,1057,13,4.1,25,1412.2
Lab Equipment,1653,17,5,26,3632.27
Tube Light,1762,4,5.1,23,820.43
Ceiling Fan,163,13,3.3,14,98.48
Printer,312,10,11.8,28,1030.3
Tube Light,456,16,7.9,20,1149.94
WiFi Router,635,6,9.9,15,568.46
AC (1.5 Ton),344,19,6.7,10,439.91
Heater,1391,3,10.2,12,512.39
Fridge,999,7,2.3,15,240.2
Smartboard,1177,14,5.7,11,1028.34
Lab Equipment,271,1,1.2,22,7.02
Heater,1348,10,9.9,18,2409.9
Computer,1764,14,3.9,25,2390.73
Projector,644,4,10.5,14,378.9
Projector,339,8,9.8,25,665.49
Computer,297,7,3.9,23,187.65
Fridge,580,20,2.2,21,536.73
LED Light,1173,10,9.1,28,2990.74
Projector,1924,5,1.2,13,149.34
Computer,1618,8,6.2,23,1857.93
Fridge,1262,4,7.6,27,1030.63
Smartboard,1910,14,10.2,12,3280.12
Projector,1381,11,11.8,14,2517.66
Fridge,1522,13,10.9,29,6245.7
Fridge,750,14,8.7,20,1829.21
Computer,531,20,8.9,17,1614.95
Water Cooler,1415,9,9.7,27,3350.05
LED Light,118,2,8.5,30,60.26
Smartboard,346,18,8.2,28,1425.68
Heater,371,20,6.5,30,1445.39
Fridge,898,20,9.9,29,5145.47
Printer,1730,9,9.9,26,3992.55
LED Light,345,1,5.3,23,42
Heater,814,17,1.5,14,291.78
Projector,1274,3,8.8,23,775.43
Tube Light,571,19,7.6,22,1808.13
Printer,1553,14,11.3,10,2453.07
Fridge,222,15,7.3,30,724.34
Lab Equipment,563,20,6.6,25,1848.41
WiFi Router,618,17,5.7,18,1077.99
Water Cooler,936,1,9.4,30,263.55
Ceiling Fan,473,8,3.1,21,249.82
Fridge,1313,17,1.1,12,304.76
Smartboard,726,10,7.7,10,560.98
Computer,1568,6,9.2,20,1733.56
Water Cooler,1179,7,6.5,17,917.41
Fridge,1257,14,11.5,30,6060.48
Lab Equipment,586,12,1.5,19,204.57
Ceiling Fan,464,16,8.4,22,1370.46
Heater,1905,17,7.9,10,2573.67
Water Cooler,579,10,1.9,28,315
Lab Equipment,601,8,11.6,19,1061.56
Projector,519,19,8.5,20,1674.87
WiFi Router,798,16,4.9,26,1631.25
Computer,988,10,5.7,10,566.23
Fridge,988,8,4.5,19,668.74
Water Cooler,1351,2,9,27,656.38
Water Cooler,312,15,1.7,27,215.68
Heater,939,8,11.7,23,2017.29
Printer,1216,10,9.9,21,2535.72
Projector,1509,5,10.3,23,1782.38
Water Cooler,112,18,9.8,22,435.61
Computer,156,14,8.3,12,216.83
WiFi Router,184,8,5.1,21,156.61
AC (1.5 Ton),1055,11,10.6,11,1358.17
AC (1.5 Ton),740,8,1.3,13,102.59
